place_id,tripadvisor_id,fsq_id,name,business_status,types,price_level,ta_price_level,price_level_combined,rating,user_ratings_total,ta_rating,ta_user_ratings_total,combined_rating,geometry.location.lat,geometry.location.lng,formatted_address,zip_code,city,international_phone_number,website,google_category,ta_4sq_cuisine1,ta_4sq_cuisine2,ta_4sq_cuisine3,ta_4sq_cuisine4,ta_4sq_cuisine5,main_category_1,main_category_2,main_category_3,main_category_4,combined_main_category,sub_category,neighboorhood_area_km2,resident_population_total,population_age_0_14,population_15_19,population_20_24,population_25_34,population_35_44,population_45_54,population_54_64,population_65+,resident_per_km2,brut_income_annual_per_person,district,district_cluster,combined_main_category_2
ChIJ0UYpm9ZkjEcR9LUZhUW__C0,14024952,5acf40a72496231227127673,Les Sales Gosses,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,2,3,4.1,455,4,231,4.1,46.2031776,6.137337,"Rue du Stand 36, 1204 Genève, Switzerland",1204,Genève,+41 22 321 22 60,,Brewery,Italian,French,Bar,European,,Italian,French,,,"Italian, French",,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,European
ChIJ2aIeldZkjEcRm3bh9sJxUIw,4204825,4b96388ff964a52031c134e3,Café Restaurant des Forces Motrices,OPERATIONAL,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.1,76,3,9,4,46.20399,6.13691,"Rue de la Coulouvrenière 15, 1204 Genève, Switzerland",1204,Genève,+41 22 320 03 98,,Diner,International,0,0,0,0,General / Restaurant,,,,General / Restaurant,,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,General
ChIJc0Q8wNZkjEcR-eRCY5VlvIE,,,Plat Du Jour,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2040808,6.1368177,"Pl. des Volontaires, 1204 Genève, Switzerland",1204,Genève,,0,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,General
ChIJF0azt2FljEcRTUAG_ST5rcM,,,La fleur des rois,CLOSED_TEMPORARILY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4,5,1,,,5,46.2035319,6.1374025,"Rue des Rois 4, 1204 Genève, Switzerland",1204,Genève,+41 22 321 20 84,https://www.easymonitoring.ch/fr/registre-du-commerce/da-silva-costa-la-fleur-des-rois-1350564,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,General
ChIJSRr5-dlkjEcReQY3guLqVb0,12272347,59ebb3da135b394bb31ecf0f,The Tacos Factory,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,1,2,4.3,511,4,20,4.3,46.2081752,6.1366954,"Rue Voltaire 22, 1201 Genève, Switzerland",1201,Genève,+41 22 940 22 33,,Fast food restaurant,European,Grill,Mexican,Fast Food,0,Mexican,,,,Mexican,Taco,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,20,American
ChIJGdEVapVljEcROgJ0Rj41ZMU,15228632,,Maison Ichi,OPERATIONAL,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",,2,3,4.6,36,5,8,4.7,46.2081752,6.1366954,"Rue Voltaire 22, 1201 Genève, Switzerland",1201,Genève,+41 22 345 14 45,,Sushi restaurant,Japanese,Sushi,0,0,0,Japanese,,,,Japanese,Sushi,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,20,Asian
ChIJacTvH4dljEcRmNRVEuHYGh8,,,Ur Poke - Poke Bowls,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4,5,38,,,5,46.209009,6.1373468,"Rue de Lyon 14, 1201 Genève, Switzerland",1201,Genève,+41 22 314 22 27,0,Poke bar,0,0,Poke Bowl,Fast Food,Hawaiian,Hawaiian,,,,Hawaiian,,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,23,American
ChIJ48gY0YhljEcRJYEO-RUbmZw,,,La Teranga,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4,5,3,,,5,46.209009,6.1373468,"Rue de Lyon 14, 1201 Genève, Switzerland",1201,Genève,+41 22 558 04 27,0,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,23,General
ChIJz2clftlkjEcRpEs8ssEQPMo,11842702,895ee211aed6498b1b80b35c,Tres Alp'ain,OPERATIONAL,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2,,3,4.2,246,3.5,11,4.2,46.210183,6.1368287,"Rue de la Servette 31, 1201 Genève, Switzerland",1201,Genève,+41 22 910 47 60,https://www.tresalpain.fr/boutiques/boutique-tr%C3%A8salpain-gen%C3%A8ve,Bakery,Swiss,European,0,0,0,General / Fast food / Snacks / Take Away,,,,General / Fast food / Snacks / Take Away,Sandwich / Snacks,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,23,Fast Food
ChIJgyY7RiBljEcRQuPsF5UopUk,,,Pho’,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2105241,6.1372136,"Rue Louis-Favre 12, 1201 Genève, Switzerland",1201,Genève,,,Asian restaurant,0,0,0,0,0,Other Asian,,,,Other Asian,Pan-Asian,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,23,Asian
ChIJrdQEe9lkjEcRCH1BIftMZJI,2407557,5059b493498e8786ff6ae7f9,Maison d'Asie,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4,417,3.5,132,3.9,46.2104533,6.1373421,"Rue de la Servette 20, 1201 Genève, Switzerland",1201,Genève,+41 22 738 03 83,,Vietnamese restaurant,Asian,Vietnamese,Soups,,0,Other Asian,,,,Other Asian,Vietnamese,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,23,Asian
ChIJtzDLCJdljEcR3tLQ0txFeM8,21014811,,dieci Pizza Genève Servette,OPERATIONAL,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",,2,3,4.2,73,4,5,4.2,46.2104493,6.1374165,"Rue de la Servette 16, 1201 Genève, Switzerland",1201,Genève,+41 22 751 10 10,https://www.dieci.ch/fr/livraison-pizza-geneve-rive-droite,Pizza delivery,Italian,Pizza,Mediterranean,0,0,Pizza,Italian,,,"Pizza, Italian",,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,23,Fast Food
ChIJAQDwetlkjEcR2OZumALxjdo,,,Marwan Soueid,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2104493,6.1374165,"Rue de la Servette 16, 1201 Genève, Switzerland",1201,Genève,+41 79 200 63 15,https://colorzalacarte.ch/contact/,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,23,General
ChIJy6O-DOlljEcRXRQPc5dgOrU,,,Pizzeria Isabelle chez hamou,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2113129,6.13681,"Rue Isabelle-Eberhardt, 1201 Béchar, Switzerland",1201,Genève,,0,Pizza restaurant,0,0,0,0,0,Pizza,,,,Pizza,,1.56,29787,3423,1156,1611,5621,5389,4675,3853,4059,19143,103373,Grottes Saint-Gervais,23,Fast Food
ChIJ8zPJF-dkjEcRog2PyU9_7hI,23553636,4bd56f0e6f64952167026fec,"La Romana - Restaurant italien, Pizzeria & Afterwork",OPERATIONAL,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,,3,4.1,241,3,4,4.1,46.2188937,6.1373272,"Rue de Vermont 37, 1202 Genève, Switzerland",1202,Genève,+41 22 734 82 86,,Italian restaurant,Italian,Northern-Italian,Central-Italian,Southern-Italian,0,Italian,,,,Italian,,2.43,20878,2736,879,1356,3501,3555,3028,2668,3155,8608,107269,Servette Petit-Saconnex,5,European
ChIJ6weLHedkjEcR6SgcsHClNII,,,Luciano Molinero,CLOSED_TEMPORARILY,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,,,,,,,46.2195773,6.1369667,"Chem. Louis-Dunant 13, 1202 Genève, Switzerland",1202,Genève,+41 22 733 56 05,0,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,2.43,20878,2736,879,1356,3501,3555,3028,2668,3155,8608,107269,Servette Petit-Saconnex,5,General
ChIJgTAh6u5ljEcRl9PXMB5yPJA,19975985,,Mama & Zita,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,2,3,4.5,133,5,76,4.7,46.219567,6.1370541,"Chemin Camille-Vidart 13, 1202 Genf, Switzerland",1202,Genève,+41 22 303 70 20,,Restaurant,Italian,Moroccan,Pizza,Mediterranean,Healthy,Italian,Pizza,,,"Italian, Pizza",,2.43,20878,2736,879,1356,3501,3555,3028,2668,3155,8608,107269,Servette Petit-Saconnex,5,Fast Food
ChIJrcqVYPpkjEcRdQXb7R4jqIo,12909029,,La Vie des Champs,OPERATIONAL,"['restaurant', 'park', 'food', 'point_of_interest', 'establishment']",2,2,3,4.7,168,4,45,4.6,46.2294255,6.1366652,"La Vy-des-Champs 15, 1202 Genève, Switzerland",1202,Genève,+41 22 734 57 89,,Restaurant,French,European,,0,0,French,European,,,"French, European",,2.43,20878,2736,879,1356,3501,3555,3028,2668,3155,8608,107269,Pâquis Sécheron,27,European
ChIJ-_ZIzCl7jEcRplQjChrMXKs,,4c5bfecd85a1e21e92505511,Il Salento,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4,4.4,201,,,4.4,46.1908359,6.1373127,"Rue du Grand-Bureau 6, 1227 Genève, Switzerland",1227,Genève,+41 22 300 60 50,,Italian restaurant,Cafes,0,Pizzeria,0,Italian,Italian,,,,Italian,,1.39,4772,522,174,279,901,832,740,624,700,3425,94723,Bâtie - Acacias,13,European
ChIJL-1aBZ97jEcRU6cgCGLTqRo,,,Poke Shop,OPERATIONAL,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,4,4.8,59,,,4.8,46.1902545,6.1375647,"Rue du Grand-Bureau 19, 1227 Genève, Switzerland",1227,Genève,+41 22 342 57 94,http://poke-shop.ch/,Poke bar,0,0,Poke Bowl,Fast Food,Hawaiian,Hawaiian,,,,Hawaiian,,1.39,4772,522,174,279,901,832,740,624,700,3425,94723,Bâtie - Acacias,13,American
ChIJnf1UadVkjEcRwqDUkEj1LOQ,1045009,4b896bc9f964a520b13432e3,Restaurant NYALA BARKA,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.5,228,4,63,4.4,46.199367,6.1390181,"Rue Gourgas 4, 1205 Genève, Switzerland",1205,Genève,+41 22 328 50 66,,Ethiopian restaurant,African,Ethiopian,,,0,African,,,,African,Ethiopian,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,Middle Eastern & African
ChIJ8VEz0il7jEcRuyV5uNj1S2A,5537418,,Le Cyrano,CLOSED_TEMPORARILY,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,2,2,4.1,88,3,6,4,46.1909588,6.1378097,"Rue du Grand-Bureau 9, 1227 Genève, Switzerland",1227,Genève,+41 22 343 66 77,0,Restaurant,French,European,Portuguese,Italian,0,French,European,Portuguese,Italian,"French, European, Portuguese, Italian",,1.39,4772,522,174,279,901,832,740,624,700,3425,94723,Bâtie - Acacias,11,European
ChIJudhquCl7jEcRvoTwYDHmsrk,,,L'amitié,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,4,4.5,33,,,4.5,46.191603,6.136729,"Section de mathématiques, Rte des Acacias 18, 1227 Genève, Switzerland",1227,Genève,+41 22 301 85 01,,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,1.39,4772,522,174,279,901,832,740,624,700,3425,94723,Bâtie - Acacias,13,General
ChIJkaAI3Sl7jEcRtS3AcbsGtDY,14781549,4f453f08e4b0b5bea5453100,WING'S BAR,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,4,3.8,26,4,1,3.8,46.1916667,6.1377778,"Rue du Lièvre 4, 1227 Genève, Switzerland",1227,Genève,+41 22 301 86 64,,Pizza restaurant,Lounge,Cafes,Tea Houses,0,0,General / Bar / Pub / Bistro,,,,General / Bar / Pub / Bistro,,1.39,4772,522,174,279,901,832,740,624,700,3425,94723,Bâtie - Acacias,11,General
ChIJkaAI3Sl7jEcRWblqVi33MeI,,39fff8fd0449473ce9b9fca7,Butterfly,OPERATIONAL,"['cafe', 'bar', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",,,4,4.5,16,,,4.5,46.1917897,6.1378201,"Rue du Lièvre 4, 1227 Genève, Switzerland",1227,Genève,+41 22 343 21 81,,Coffee shop,Bar,Portuguese,0,0,0,Portuguese,,,,Portuguese,,1.39,4772,522,174,279,901,832,740,624,700,3425,94723,Bâtie - Acacias,11,European
ChIJx226wSp7jEcRn2F-DPWdyXE,,52c87840498e029752081558,The End of the Street,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,,3,4.3,259,,,4.3,46.1967994,6.137723,"Rue de l'Ecole-de-Médecine 14, 1205 Genève, Switzerland",1205,Genève,+41 22 320 51 51,,Restaurant,Bar,Café,0,,0,General / Bar / Pub / Bistro,,,,General / Bar / Pub / Bistro,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,10,General
ChIJvVtLwyp7jEcR-Zc380j15KE,,,Sushi Bento Bar,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.1970011,6.1374529,"Pass. de la Radio, 1205 Genève, Switzerland",1205,Genève,,,Sushi restaurant,0,0,0,Sushi,Asian,Japanese,,,,Japanese,Sushi,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,10,Asian
ChIJm38vxyp7jEcRfBpsFHYVKrA,780137,4fd7708be4b0d1cc32d66447,Café Restaurant de la Radio,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.1,200,4,28,4.1,46.197007,6.137938,"Bd Carl-Vogt 73, 1205 Genève, Switzerland",1205,Genève,+41 22 321 64 17,,French restaurant,French,Swiss,Dining bars,,0,French,,,,French,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,10,European
ChIJbS42xCp7jEcRvLOhhc1AOf4,21328012,,71 Bar Restaurant,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,2,3,4.8,52,5,4,4.8,46.1971754,6.1377268,"Bd Carl-Vogt 71, 1205 Genève, Switzerland",1205,Genève,+41 76 222 11 41,,Restaurant,Swiss,Bar,European,Pub,Gastropub,Swiss,European,,,"Swiss, European",,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,10,European
ChIJz-Pr8vd7jEcRkqfiHCA0BRU,19860041,,Loops & Coffee,OPERATIONAL,"['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.5,165,5,2,4.5,46.1971662,6.1377492,"Bd Carl-Vogt 71, 1205 Genève, Switzerland",1205,Genève,+41 22 556 65 44,http://www.loopsandcoffee.ch/,Cafe,American,Cafe,European,0,0,General / Café,,,,General / Café,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,10,General
ChIJdx3hxip7jEcRC_aRrPUmfvE,2311318,4fb40935e4b03dfe926e0309,Cosmic Café-Glacier-Resto-Bar,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4,5,1,5,1,5,46.1971149,6.1379836,"Rue de l'Ecole-de-Médecine 12, 1205 Genève, Switzerland",1205,Genève,+41 22 566 10 02,,Restaurant,Italian,Pizza,0,0,0,Italian,Pizza,,,"Italian, Pizza",,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,10,Fast Food
ChIJt9uRtyp7jEcR0aBs1BbJ3oc,7178206,4f469e37e4b02a6146b26e39,Le Kraken,OPERATIONAL,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.3,829,4,42,4.3,46.1973156,6.138225,"Rue de l'Ecole-de-Médecine 8, 1205 Genève, Switzerland",1205,Genève,+41 22 321 59 41,http://www.lekrakenbar.ch/,Bar,International,Pub,0,0,0,General / Bar / Pub / Bistro,,,,General / Bar / Pub / Bistro,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,10,General
ChIJt9uRtyp7jEcRc_aZQgR8CtE,8835639,4b003241f964a520663b22e3,la Ferblanterie,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,1,2,4.4,284,3.5,21,4.3,46.1972434,6.1382257,"Rue de l'Ecole-de-Médecine 8, 1205 Genève, Switzerland",1205,Genève,+41 22 320 90 42,https://www.facebook.com/cafelaferblanterie/,Restaurant,Bar,Café,0,,0,General / Bar / Pub / Bistro,,,,General / Bar / Pub / Bistro,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,10,General
ChIJjXIxvyp7jEcRisOs8I4a_mk,,8cb8d06864fd485f9ce9d962,Bodrum,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,,2,4.3,82,,,4.3,46.1969031,6.1382581,"Rue de l'Ecole-de-Médecine 11, 1205 Genève, Switzerland",1205,Genève,+41 22 320 65 33,,Turkish restaurant,Cafes,0,,Fast Food,Turkish,Turkish,,,,Turkish,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,10,Middle Eastern & African
ChIJtbLrA9VkjEcR6-Tfyl88Ll4,7161726,53ef8a9a498ef43ed7335186,Birdie Food & Coffee,OPERATIONAL,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.4,590,4.5,183,4.4,46.1999825,6.1377379,"Rue des Bains 40, 1205 Genève, Switzerland",1205,Genève,+41 22 320 29 00,,Brunch restaurant,Cafe,European,,,0,General / Fast food / Snacks / Take Away,,,,General / Fast food / Snacks / Take Away,Sandwich / Snacks,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,Fast Food
ChIJPTrvUtRkjEcR9TA5n69fiKY,9728774,55a5354f498e05d4f53536fe,OU BIEN ENCORE,OPERATIONAL,"['restaurant', 'convenience_store', 'art_gallery', 'meal_delivery', 'cafe', 'meal_takeaway', 'store', 'point_of_interest', 'food', 'establishment']",2,2,3,4.4,281,3.5,96,4.2,46.2008513,6.1374918,"Rue des Bains 61, 1205 Genève, Switzerland",1205,Genève,+41 22 556 76 77,http://www.oubienencore.ch/,Restaurant,Cafe,,,0,0,General / Café,,,,General / Café,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,General
ChIJX97bWNl6jEcRfAWVTU_cxKQ,12527392,592d5d32780eee608aa16c10,Fabbrica Pasta,CLOSED_TEMPORARILY,"['store', 'restaurant', 'point_of_interest', 'food', 'establishment']",,2,3,4.6,98,4.5,70,4.6,46.200398,6.138348,"Rue Charles-Humbert 10, 1205 Genève, Switzerland",1205,Genève,+41 22 800 16 06,,Italian restaurant,Italian,Mediterranean,Sicilian,Sardinian,Southern-Italian,Italian,,,,Italian,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,European
ChIJZRP2rdVkjEcRVDfRQ7ukirg,6353844,4361a83b95834b879a21b544,Nyamuk,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,2,3,4.3,207,4,65,4.2,46.2007849,6.1379218,"Rue des Bains 52, 1205 Genève, Switzerland",1205,Genève,+41 22 328 50 52,,Thai restaurant,Thai,Asian,,0,0,Thai,,,,Thai,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,Asian
ChIJj3BNs9VkjEcRYC-Ph38KOzQ,948454,4af1dee1f964a520f6e321e3,Le Thé,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.3,236,4,177,4.2,46.2011325,6.1375903,"Rue des Bains 65, 1205 Genève, Switzerland",1205,Genève,+41 79 436 77 18,,Chinese restaurant,Chinese,Asian,,,0,Chinese,,,,Chinese,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,Asian
ChIJBcUpoulljEcRvsq2voQ6JRk,7695071,5410a072498ee911e61c44d0,Le Gruyérien - Plainpalais,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,2,3,4.3,278,4,76,4.2,46.201518,6.137541,"Bd de Saint-Georges 65, 1205 Genève, Switzerland",1205,Genève,+41 22 320 81 84,,Restaurant,Swiss,European,,0,0,Swiss,European,,,"Swiss, European",,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,European
ChIJh7aGt9VkjEcRZ2VJSdBwNkE,4296143,4b536a86f964a520db9b27e3,Le Réservoir,OPERATIONAL,"['restaurant', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'establishment']",2,2,3,3.8,285,3,147,3.5,46.2013,6.138116,"Bd de Saint-Georges 62, 1205 Genève, Switzerland",1205,Genève,+41 22 320 68 03,,Restaurant,European,0,0,0,0,European,,,,European,,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,European
ChIJHylzytVkjEcRxdZmKUnaR18,3521223,4b6818a4f964a5200b672be3,Bat Dat,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.1,169,4,103,4.1,46.2016952,6.1379944,"Bd de Saint-Georges 71, 1205 Genève, Switzerland",1205,Genève,+41 22 328 26 10,,Asian restaurant,Asian,Vietnamese,,,0,Other Asian,,,,Other Asian,Vietnamese,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,Asian
ChIJr_3st9VkjEcRctRW5wIoQbo,788839,4b5b5176f964a5202bf428e3,Printanière,OPERATIONAL,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",,2,3,4.2,122,3.5,54,4,46.2015269,6.1382927,"Bd de Saint-Georges 73, 1205 Genève, Switzerland",1205,Genève,+41 22 328 22 60,,Restaurant,Italian,Pizza,0,0,0,Italian,Pizza,,,"Italian, Pizza",,1.43,33448,3886,1264,2253,7285,5620,4812,3966,4362,23371,102007,Jonction - Plainpalais,7,Fast Food
ChIJQZfezdVkjEcR1bss1eieSUE,939559,4adcdab1f964a520d44f21e3,L'Echalotte,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.4,155,4.5,81,4.4,46.2019465,6.1381505,"Rue des Rois 17, 1204 Genève, Switzerland",1204,Genève,+41 22 320 59 99,,Restaurant,French,European,Swiss,,0,French,European,Swiss,,"French, European, Swiss",,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,European
ChIJNfQ8CIhljEcRNwOfIuHW0cI,,,Vroom,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,4,4.7,46,,,4.7,46.2024523,6.1381799,"Rue des Rois 13, 1204 Genève, Switzerland",1204,Genève,+41 22 321 44 13,,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,General
ChIJV9OdgdZkjEcRz6okZbNu-pA,14973416,,Chez Antoinette,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,,2,4.7,31,4.5,2,4.7,46.2029685,6.1378279,"Rue des Rois 8-10, 1204 Genève, Switzerland",1204,Genève,+41 22 525 37 57,https://fr.tripadvisor.ch/Restaurant_Review-g188057-d14973416-Reviews-Chez_Antoinette-Geneva.html,Restaurant,Fast Food,0,0,0,0,General / Fast food / Snacks / Take Away,,,,General / Fast food / Snacks / Take Away,,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,Fast Food
ChIJ_cbDgNZkjEcR2pAR9ac_mkI,2447296,,"KonoPizza Mania Distribution, Cantarella-Giacometti",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2029711,6.1379213,"Rue des Rois 9, 1204 Genève, Switzerland",1204,Genève,+41 22 321 22 24,0,Restaurant,Fast Food,0,0,0,0,General / Fast food / Snacks / Take Away,,,,General / Fast food / Snacks / Take Away,,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,Fast Food
ChIJQwrZh9ZkjEcRqTeBNAEXKZA,4086839,,Back Office,OPERATIONAL,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,2,3,4.5,64,4.5,7,4.5,46.2032817,6.1378845,"Rue du Stand 38, 1204 Genève, Switzerland",1204,Genève,+41 22 320 42 90,,Italian restaurant,Italian,0,0,0,0,Italian,,,,Italian,,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,European
ChIJhagwhtZkjEcRtjrN_S0XQ68,,4ba11a8bf964a5202c9837e3,Camilo's Place,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2032817,6.1378845,"Rue du Stand 38, 1204 Genève, Switzerland",1204,Genève,,,Restaurant,Cafes,0,Pizzeria,0,Italian,Pizza,Italian,,,"Pizza, Italian",,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,Fast Food
ChIJj490YtZkjEcRVCzEbiNs3Ak,13995691,5adb7a30c97f287d1806f218,Susuru,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,2,3,4.3,325,4,101,4.2,46.2035376,6.1381762,"Rue du Stand 35, 1204 Genève, Switzerland",1204,Genève,+41 22 436 88 35,,Ramen restaurant,Japanese,Asian,Soups,,,Japanese,,,,Japanese,Ramen,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,Asian
ChIJ97IF89ZkjEcRyc6UjKIO-Aw,10074366,,Le 23,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,2,3,4.2,255,4,9,4.2,46.2040097,6.13778,"Rue de la Coulouvrenière 23, 1204 Genève, Switzerland",1204,Genève,+41 22 321 44 45,,Restaurant,European,French,0,0,0,European,French,,,"European, French",,1.06,8039,825,364,528,1416,1277,1249,1070,1310,7554,191726,Jonction - Plainpalais,7,European
