,formatted_address,international_phone_number,name,place_id,rating,reviews,types,user_ratings_total,price_level
0,"Av. d'Aïre 43, 1203 Genève, Switzerland",+41 22 345 10 25,Major Grill,ChIJSZEHjf9ljEcRkiWaLIJP8Go,4.6,"[{'author_name': 'Juvenal Dengo', 'author_url': 'https://www.google.com/maps/contrib/115181686774010275823/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqBgh4KcsnTxwf50Ujh1H2diZBuNvDdnUvmSw4O9xs=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Super!', 'time': 1655017903}, {'author_name': 'Sergio Ramos', 'author_url': 'https://www.google.com/maps/contrib/108315208375898795929/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqBEtyzw2fJLkyUTtdjel0pXxklkZfbNGkgPSHesg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Top', 'time': 1615568431}, {'author_name': 'Jean-Paul Gattolliat', 'author_url': 'https://www.google.com/maps/contrib/116624359304655768328/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlF9XQM0aCcnX7KTXcUi4e9Sd1VrfP3LL-SUH7H=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': 'a month ago', 'text': 'Alright, thank you very much for the info.', 'time': 1656348215}, {'author_name': 'Yaxin ZHANG', 'author_url': 'https://www.google.com/maps/contrib/112740326052774232383/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoqn7BFBMQ2UPE_NeRPHyc9J-gcEkbpDb-a4tYzSg=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'Recommend grill mix! Surprise with the quantity and quality with a reasonable price 😋', 'time': 1651575545}, {'author_name': 'Néville Louvière', 'author_url': 'https://www.google.com/maps/contrib/113754617681885454859/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrGIPGK67ar66M2he9yzcLoWUqFTJWkVWJDG6K-=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 3, 'relative_time_description': '5 months ago', 'text': 'Always find out what dishes they have the day you come, it changes every day. For my part I will not return the food is too greasy.', 'time': 1646361480}]","['restaurant', 'food', 'point_of_interest', 'establishment']",54.0,
0,"Prom. de l'Europe 11, 1203 Genève, Switzerland",+41 22 344 71 45,Mutlu Kebab,ChIJdRFop8hkjEcRg6_m1RQ1Szs,4.5,"[{'author_name': 'Yagmur Mardan', 'author_url': 'https://www.google.com/maps/contrib/117321373853365948043/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmaki_YQHzB3UpKpS5Ww7UyBIQBBEsLtUhlSDSV=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 months ago', 'text': 'Top', 'time': 1645560572}, {'author_name': 'Night Boy', 'author_url': 'https://www.google.com/maps/contrib/112321346837676987874/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpjcv-ONKmFn4OlmniTjWwPv_9ztb3zeYuAQeC2=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Very nice place, professional team !', 'time': 1593090275}, {'author_name': 'Jacky oswald', 'author_url': 'https://www.google.com/maps/contrib/109683598976464349545/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpl_m_vLIiSc1EFYQuvn2lvaWj39HuwXh_mHpd0Og=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': 'a week ago', 'text': 'Friendly, good atmosphere. Good reception. To know. Good Maghreb cuisine!', 'time': 1660257930}, {'author_name': 'Noa Criblez', 'author_url': 'https://www.google.com/maps/contrib/102272424082138508955/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmk1wOC9QTtyMt1md0p26LGmryYhNeeIWTUfsqU=s128-c0x00000000-cc-rp-mo', 'rating': 2, 'relative_time_description': 'in the last week', 'text': 'Do not charge the prices displayed', 'time': 1660559300}, {'author_name': 'Vesta Hélios', 'author_url': 'https://www.google.com/maps/contrib/100106369955796124004/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpFJIAjSM6MHgca5sYru6TZAF40fTxFnqkTWvvSY38=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '8 months ago', 'text': ""Feldscholossen draft beer is very fresh. Various sandwiches, kebab dishes, it's really a place to take a break when you're paying and shopping at the Charmilles shopping center ....."", 'time': 1639584986}]","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",22.0,
0,"Rue Soubeyran 7, 1203 Genève, Switzerland",+41 22 570 09 97,Le trois plis,ChIJ3dgvJMdkjEcR5DW8wpV6fPM,4.7,"[{'author_name': 'Mufa5a', 'author_url': 'https://www.google.com/maps/contrib/107152628511725428365/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucopS7vNydHBRLG268YvXPriBw_Uko-TJJRvQ4Szmh0=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '6 months ago', 'text': ""Super organic food in a very cosy ambiance. A very very nice discovery that I've just recently made. Will definitely go there next time I'm in the neighborhood"", 'time': 1643111654}, {'author_name': 'Joao Neto', 'author_url': 'https://www.google.com/maps/contrib/108454478968853406477/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqAFIS99GfGa0PzNHXd_9OebXYZIgxJKg_rRT_1DQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '11 months ago', 'text': 'Best place in the area, with a awesome terrace and perfect food. Also good for foodies', 'time': 1632387225}, {'author_name': 'Edna Cuestas', 'author_url': 'https://www.google.com/maps/contrib/100301530380771171568/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucr6jskE87GnsLSM9cXaBIVSHCrxzrVSmscUC4_9_bg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'The food was delicious! Highly recommended', 'time': 1651235509}, {'author_name': 'Andrea', 'author_url': 'https://www.google.com/maps/contrib/117093657315897759762/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoGt6JoSGdX2PwJT4RlF84SthaD9_1uNIjZNk2G8aw=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': '3 years ago', 'text': ""Went there for a low-key Friday night. It offers reasonably priced healthy dinner. I ordered the daurade with mashed potato, it's nice. And I like their options of vegan dessert, I got the almond milk pennacotta with rose paste, love it!"", 'time': 1552414337}, {'author_name': 'Biviana Ramírez', 'author_url': 'https://www.google.com/maps/contrib/117123424495933030657/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpsPcA9Ya-ojebkYn8NQjY5nBCWgCKkk_MX63yKBA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'in the last week', 'text': 'It was a treat. The owner and Lolo with a personalized service made us spend an unforgettable evening with friends.. a ""all naked"" wine with an exceptional taste with a general and delicious meal.. to repeat.. thank you..', 'time': 1660426105}]","['restaurant', 'point_of_interest', 'food', 'establishment']",88.0,
0,"Rue Soubeyran 12, 1203 Genève, Switzerland",+41 22 345 75 07,Auberge Fédérale - Le Ginevra,ChIJC_DLKcdkjEcRexbawoQqn0g,4.3,"[{'author_name': 'Bostjan Skalar', 'author_url': 'https://www.google.com/maps/contrib/117473698782791742588/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoaFHvRhYD3HiBFsVg9WX8SZWV3jyPfFkzoknpOjA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Nice environment. Had a good ice cake and espresso.', 'time': 1622908378}, {'author_name': 'Daniel Madani', 'author_url': 'https://www.google.com/maps/contrib/107838417326119449878/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpypSCrZBgEIrMFlQQCVUiP72V3QusKGziAkan3Rw=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Great filets de perches on Fridays (CHF 18)', 'time': 1591359482}, {'author_name': 'Manon Frigi', 'author_url': 'https://www.google.com/maps/contrib/102009172936760161005/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlcEQrZ-xKF1sWR-7Jqfs1GqvtmEimmxgVZ6rhy=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Incredible🥰', 'time': 1606872658}, {'author_name': 'Victor Ognivtsev', 'author_url': 'https://www.google.com/maps/contrib/109914924278578036094/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoxTcSXUyZpvt2_qvwdeXC0QWdH-i3sLHdSUNATwg=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '3 years ago', 'text': 'A good place to meet with friends', 'time': 1543569627}, {'author_name': 'Ilona Manini', 'author_url': 'https://www.google.com/maps/contrib/108337550478774052768/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoGW_ealfHHfPYdu4hDTiUyr1GL7sW7knzCG8Of7Q=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '4 years ago', 'text': ""This place hasn't improved with the years. Sometimes food overcooked. And not as described in the menu card. Personal absolutely not helpful."", 'time': 1504098669}]","['restaurant', 'food', 'point_of_interest', 'establishment']",312.0,2.0
0,"Chem. Colladon 5, 1209 Genève, Switzerland",+41 22 730 79 27,Colladon Parc,ChIJ4ZrrV-tkjEcRINYi5wQfIpU,4.3,"[{'author_name': 'David Fdez', 'author_url': 'https://www.google.com/maps/contrib/105412566722716161667/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpkgynFFhi_55M-H6cq6DRrX1Bb948BdFqubQDYbBA=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Not a lot of options, but very good food selection. Very old respectable people among customers.', 'time': 1654517848}, {'author_name': 'Daniul Islam', 'author_url': 'https://www.google.com/maps/contrib/104426909769770281536/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmwh0YFJDp6S7SyeMC_c3tHRTz3I8FHCYQiiWiH=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Decent place to spend time with friends over coffe', 'time': 1618091326}, {'author_name': 'Dr.Yousef', 'author_url': 'https://www.google.com/maps/contrib/115353352160089165196/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlapCiKdrweXKrkzVWpXPFw05shd_cqZ3MyMYH5=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 1, 'relative_time_description': 'a week ago', 'text': 'The food qoulty is very low..the price is very high..not recommended', 'time': 1660335922}, {'author_name': 'Fitzgerald Ssebunnya', 'author_url': 'https://www.google.com/maps/contrib/103298952086254385593/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmhlhh5OzmfvlH1znCjk6H4vt9Bt7XfmmqlVvBY=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 weeks ago', 'text': 'Great Food', 'time': 1659507333}, {'author_name': 'Jessica M', 'author_url': 'https://www.google.com/maps/contrib/109462964847948773476/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlz4bD1Xi4YdgYyY1ItlK3fbLDRcWOsIQEQv4LK=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a week ago', 'text': 'Excellent!', 'time': 1659993924}]","['restaurant', 'food', 'point_of_interest', 'establishment']",213.0,2.0
0,"Chem. des Coudriers 50, 1209 Genève, Switzerland",+41 22 788 37 15,Le Petit Océan,ChIJKyvQ35JkjEcRyYQsnEZsIds,4.3,"[{'author_name': 'Sébastien P', 'author_url': 'https://www.google.com/maps/contrib/103397340073093193699/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoVkIS3X3dbzwePZO2ndSndPUjDnS30veN801BY=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '5 months ago', 'text': 'Excellent place! The gambas are amazing, and service is great.', 'time': 1647471041}, {'author_name': 'Olena Vynogradova', 'author_url': 'https://www.google.com/maps/contrib/107529090627029650188/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqvMw7-kH4ElgguXzauyzkbmkBTHn1lwO2nvynGX1c=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '10 months ago', 'text': 'Food is delicious, staff is super welcoming. Place is child friendly. Unlimited shrimps with French fries 🍤🍟(“gogo”) is one love 💗', 'time': 1634806692}, {'author_name': 'Martin Jennings', 'author_url': 'https://www.google.com/maps/contrib/101047320089384338044/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucq_bD9iwiCNlGZ1mRs2iLQmtDVpbcZi75y7b1HHVQ=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'Portuguese style shrimp all you can eat!', 'time': 1652625186}, {'author_name': 'D. SQR WOODBRIGE', 'author_url': 'https://www.google.com/maps/contrib/101194307378696235020/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkj6upyQ0hFaJllO4Yaz21bpGdl8Jijkxmo94u9=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Very professional service when i visited and me and my company all very much enjoyed the gambas a go go experience!', 'time': 1618001507}, {'author_name': 'Guzal K', 'author_url': 'https://www.google.com/maps/contrib/103767613225541869611/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkw2lEGp3VPL9NrIh3zZQp2ZH_LgY9LpeQ8h22s=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '10 months ago', 'text': 'Nice ambiance, very good gambas a gogo and passion fruit dessert!', 'time': 1634913244}]","['restaurant', 'food', 'point_of_interest', 'establishment']",416.0,2.0
0,"Rue du Contrat-Social 4, 1203 Genève, Switzerland",+41 22 340 51 68,Le Petit Bordelais,ChIJ-zgySMlkjEcRR2pw02bd-ws,4.4,"[{'author_name': 'Ardi Ukshini', 'author_url': 'https://www.google.com/maps/contrib/103240735759764317155/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoQhmJ4nFIsi1CqqkhVVe8eRvH87k2QGjD-anD4xZg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Very friendly owners! Food is amazing. Kitchen Chef a certified professional ✔', 'time': 1594568226}, {'author_name': 'Bekim Kajtazi', 'author_url': 'https://www.google.com/maps/contrib/109960040947804131409/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp7jP99z0N1s4O08x3_be_uTssTw8UCmMTdWzGC5w=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 years ago', 'text': 'Excellent place to go with friends and family!', 'time': 1481653310}, {'author_name': 'Antonio Vicente', 'author_url': 'https://www.google.com/maps/contrib/116401382985562731307/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqrYqyQR-MzMnRl3IyVZz_UEDNaxkGANhyVHIjldQ=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Top', 'time': 1525205485}, {'author_name': 'Michel Perritaz', 'author_url': 'https://www.google.com/maps/contrib/101106058459586782984/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp5OCyevYEo6Y3vsp-v3pbJQ5kjgEDr7TN2geZI=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'Super restaurant, where you eat very very good dishes of the day or a la carte. Personal smiling and working as a family 👪 and the beautiful setting and a beautiful, very quiet terrace.', 'time': 1653125690}, {'author_name': 'Martine Aeb', 'author_url': 'https://www.google.com/maps/contrib/112257213710778406981/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvml8q-CvrlSRu-8rwsl0cXQgWBJ3d1rMXw_WpzBK=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 3, 'relative_time_description': 'a week ago', 'text': 'Sa va', 'time': 1660151747}]","['restaurant', 'food', 'point_of_interest', 'establishment']",79.0,
0,"Rue du Contrat-Social 1, 1203 Genève, Switzerland",+41 22 556 19 19,LE FARINET Restaurant Italien,ChIJIyvjXKtljEcR_8tG92ZUEGY,4.3,"[{'author_name': 'Richelle V', 'author_url': 'https://www.google.com/maps/contrib/108944562865026946440/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqVDyiL1UCxpG5uKLi_w1k92o_ZSEmV8Qz7PZPwEg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Love the pizza here! Best pizza crust, crispy and flavorful. The service is great, in a friendly  neighborhood way, just really attentive and lovely. It’s so relaxing to eat here, I feel like I’m on vacation. Prices are reasonable, food is delicious, what could be better ?', 'time': 1628966723}, {'author_name': 'Esmaeil Nosrst', 'author_url': 'https://www.google.com/maps/contrib/102513450966210514086/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmpnHDIwRlonMYD_a1iWPYWbKW8KHJKvhNlbey2=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '10 months ago', 'text': 'Great Pizza !', 'time': 1634857347}, {'author_name': 'Johannes Kleiser', 'author_url': 'https://www.google.com/maps/contrib/107111087203286120838/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlpOve1k-zzJjZUVksUUZiYbgNPB2ENTy7Y9WQY=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '2 years ago', 'text': 'Pizza was okay, could have needed a bit more seasoning. Staff super friendly!! Good option in the neighborhood.', 'time': 1593639309}, {'author_name': 'Ravi Renganathan', 'author_url': 'https://www.google.com/maps/contrib/111127110616967302019/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmn6TjJ93Fncl2La2wvMpsA_xkwPfTPmejqlip14=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Really tasty and authentic pizzas, and incredibly friendly staff', 'time': 1571161081}, {'author_name': 'flo 44', 'author_url': 'https://www.google.com/maps/contrib/110933041979563486375/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqdoNjry3WV0YxzCCX2VSf5zQ1VpYbWieB1E-AVew=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': 'in the last week', 'text': 'Always as good the service at the top !! Thanks to the kitchen it is also very good', 'time': 1660930708}]","['restaurant', 'food', 'point_of_interest', 'establishment']",63.0,
0,"Prom. de l'Europe 11, 1203 Genève, Switzerland",+41 78 693 26 44,Max Poulet,ChIJz3hAQgNljEcRkpWwh870oTg,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,
0,"Prom. de l'Europe 11, 1203 Genève, Switzerland",+41 22 340 11 31,Frutties,ChIJdRFop8hkjEcRiDOPoQTJm1M,3.1,"[{'author_name': 'Riham Youssef', 'author_url': 'https://www.google.com/maps/contrib/103975467520289212636/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmn44pKsr-zzfeyFKpsB0abofNOX8Dq6jJc_qR1=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '10 months ago', 'text': 'A place to be avoided: below average and overpriced food, an unfriendly service, and an EXTREMELY rude and grumpy owner who is a disaster to deal with, especially when it comes to children!', 'time': 1634587986}, {'author_name': 'Lady A', 'author_url': 'https://www.google.com/maps/contrib/109274684090172813110/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqnV6tzU4934cioQdmJOwJmkaESwhasnwQbWb9MhA=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 3, 'relative_time_description': '2 years ago', 'text': 'A fast food type of restaurant serving salad, sandwiches and lunch set. The portion size of the panini was small for the price paid. Nothing on side. The salad was fresh. The soup was hot. The taste was average.', 'time': 1576589666}, {'author_name': 'Ibee Daw', 'author_url': 'https://www.google.com/maps/contrib/102376170572487464742/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqI3-__g6EK01MdwmlZR1qKTGOe1YFcrp1MTlo1fw=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': 'in the last week', 'text': 'Execrable boss, arrogant waitress: FLEE!', 'time': 1660736065}, {'author_name': 'michel michel', 'author_url': 'https://www.google.com/maps/contrib/111322500140136767677/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvml9fEnqU7EQXYTCm1xGxV88nECYDPhyGOg4l6Hh=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '11 months ago', 'text': 'I have always been satisfied with this restaurant. I recommand it.\nThe best restaurant in the Charmilles shopping center.', 'time': 1630753053}, {'author_name': 'tilk itemhem', 'author_url': 'https://www.google.com/maps/contrib/105792153686099721863/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkgLwfZzJN-qXuOY3gniFEOfoSsJYp4qUWqVZa9=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '6 months ago', 'text': 'AVOID place: below average and overpriced food, unfriendly service and an EXTREMELY rude and grumpy disrespectful owner who is a disaster to deal with, especially when it comes to kids!', 'time': 1642979548}]","['restaurant', 'point_of_interest', 'food', 'establishment']",17.0,
0,"Centre Commercial de Planet Charmilles, Promenade de l'Europe 11, 1203 Genève, Switzerland",+41 22 344 77 70,Restaurant Francesca Genève,ChIJdRFop8hkjEcRgxjZITIYzBs,4.5,"[{'author_name': 'Javier Camacho', 'author_url': 'https://www.google.com/maps/contrib/117200284665885765707/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucprwjWpk78hU26b_xDD_RgQnSUjFnwFOy_6LxvF=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Super welcoming and friendly staff. Good place to chill and relax.\n\nHomemade lasagna hearty and very good.\n\nHighly recommended restaurant!', 'time': 1657020336}, {'author_name': 'Leonora Sadiku', 'author_url': 'https://www.google.com/maps/contrib/102539936027128413565/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlbdYV79cboFc9nNfbbEiABaMGGJz79ILUhmaj0=s128-c0x00000000-cc-rp-mo', 'rating': 3, 'relative_time_description': '6 months ago', 'text': 'I have been a customer for a few years and I was disappointed when I saw the very dirty fork and a hair on my plate', 'time': 1644783128}, {'author_name': 'Nathan Moritz', 'author_url': 'https://www.google.com/maps/contrib/100605245159894359524/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoPbMr2NF89xZOLm7wE64umhKBk2UK7AtBAarEaBg=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '5 years ago', 'text': 'Very good little restaurant. Nice choice of pasta with good garnishes for sauces ... very friendly staff .... I like to come and eat there ... I really like the desserts that are homemade, I especially like the chocolate fondant. ..which is served lukewarm. Thanks to the two managers ...', 'time': 1494441666}, {'author_name': 'Jacky oswald', 'author_url': 'https://www.google.com/maps/contrib/109683598976464349545/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpl_m_vLIiSc1EFYQuvn2lvaWj39HuwXh_mHpd0Og=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Good, fun and reasonably priced. R.d.v of friends.', 'time': 1601885892}, {'author_name': 'Mathilde Georg', 'author_url': 'https://www.google.com/maps/contrib/102878219564232094835/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmfgzw7gB009PaiEk-2M4YaUyP3lTI-QSragKl8Aw=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 years ago', 'text': 'Ideal for an affordable lunch.\nPanini, salads, pasta and delicious desserts (tiramisu, Nutella mascarpone cream)\nGood experience, I recommend!', 'time': 1482187170}]","['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",10.0,
